2025-05-01T00:00:00.000Z,18.5,65.2,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T01:00:00.000Z,17.9,67.5,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T02:00:00.000Z,17.2,69.8,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T03:00:00.000Z,16.8,71.0,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T04:00:00.000Z,16.5,72.3,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T05:00:00.000Z,16.2,73.1,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T06:00:00.000Z,16.7,72.5,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T07:00:00.000Z,17.6,70.8,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T08:00:00.000Z,19.3,65.2,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T09:00:00.000Z,21.4,59.7,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T10:00:00.000Z,23.5,54.3,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T11:00:00.000Z,25.2,50.1,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T12:00:00.000Z,26.1,48.5,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T13:00:00.000Z,26.8,47.2,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T14:00:00.000Z,27.2,46.5,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T15:00:00.000Z,26.9,47.8,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T16:00:00.000Z,26.0,49.3,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T17:00:00.000Z,24.5,53.6,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T18:00:00.000Z,23.1,56.8,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T19:00:00.000Z,22.0,59.4,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T20:00:00.000Z,21.2,61.7,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T21:00:00.000Z,20.5,62.9,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T22:00:00.000Z,19.8,63.8,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
2025-05-01T23:00:00.000Z,19.2,64.5,file:///workspace/automatic_backfill/data/raw/2025-05-01.csv
